rhoU,viscU,rhoL,viscL,Gamma,D,lc,Q,S,Pri,Sec,Cohen
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00014636118156705,0.0073406,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00018865386066258,0.0085852,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00023997531394917,0.009906,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00028606958219106,0.0108712,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00033216385043295,0.0117602,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00021336419005083,0.0092964,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00012782843457318,0.006604,1,0,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00030935431561788,0.0114554,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,9.789092014023e-05,0.0065532,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,0.00014398518838212,0.0082296,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,0.00019245544980894,0.0096012,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,0.00021526498462401,0.0107696,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,0.00021478978594917,0.0105156,1,0,0
950,0.0265,1325,0.00285,0.038,0.007442,0.00321396883163116,0.00013543161280281,0.00762,1,0,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00015020284768956,0.0150622,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00026095848291513,0.0174498,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00010772123423283,0.0132334,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00020279913108003,0.0165862,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,5.512495084236e-05,0.0126238,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00026146421639289,0.0175514,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00010519256671785,0.0129794,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00015880031712693,0.0151384,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,5.10790828941e-05,0.0123952,0,1,0
918,0.006225,1245,0.00180846,0.038,0.010795,0.00344178247015986,0.00020229339760227,0.01651,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,4.703321494584e-05,0.0122174,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00020178766412451,0.0164084,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00015424871563782,0.0149352,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00010620403373646,0.0129286,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00025994701589652,0.0181356,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00026045274937428,0.0180086,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,5.563068432012e-05,0.0125984,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.0002078564660469,0.0168402,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.00010519256671785,0.0130556,0,1,0
950,0.0249,1245,0.0018715,0.038,0.010795,0.00362365035963068,0.0001532372486823,0.014986,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.000132489,0.0159004,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0001905318,0.0180086,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0002542527,0.0200152,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0003148191,0.0215138,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0003766473,0.0226314,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0002088279,0.0189484,0,1,0
918,0.00499,998,0.00092718,0.038,0.010795,0.00695844663790994,0.0003476259,0.0220726,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0001318581,0.016891,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0001949481,0.0196088,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.00025236,0.02159,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0003141882,0.0233426,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0003753855,0.0250698,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0003148191,0.023368,0,1,0
950,0.01996,998,0.0009595,0.038,0.010795,0.00898331598136607,0.0001987335,0.0196342,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,4.847026142682e-05,0.0122174,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,9.55149269553e-05,0.0128016,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,0.00014303479109553,0.014732,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,0.00019150505252235,0.0162814,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,0.00023237213571954,0.0169926,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,5.702383700613e-05,0.0123698,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,0.00012640283861175,0.0140462,0,1,0
918,0.006625,1325,0.002754,0.038,0.010795,0.00308503496092042,0.00020243462128659,0.0164846,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00010121731061175,0.0129286,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,4.799506281507e-05,0.012065,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00014541078428046,0.0147066,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00019388104570728,0.0162052,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00023284733433129,0.017018,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00016774512048378,0.0154686,0,1,0
950,0.0265,1325,0.00285,0.038,0.010795,0.00321396883163116,0.00011642366719719,0.0135382,0,1,0
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,2.2178096e-08,0.0009515148,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.2294993e-07,0.00158974526,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,2.17578112e-07,0.00190651278,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,3.67215066e-07,0.00221451994,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,5.63408952e-07,0.00254457806,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,8.44135765e-07,0.00289280992,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.265017012e-06,0.00321964249,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.723558981e-06,0.00350738569,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,2.238634984e-06,0.00386117808,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,3.050428313e-06,0.00416186053,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,3.777816155e-06,0.00453281392,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,4.79268371e-06,0.0048334337,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,5.796846823e-06,0.00515342415,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,7.012944256e-06,0.00537922414,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,8.482296369e-06,0.00573534785,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.001870997e-05,0.00605017343,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.155440855e-05,0.00638192958,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.301131491e-05,0.00673150721,0,0,1
850,0.048,1000,0.001,0.034,0.0016,0.00480683622373607,1.536807779e-05,0.00710101412,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.0055129e-08,0.0013480243,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.7805784e-08,0.00151691342,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,2.20565e-08,0.00161742739,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,2.6054498e-08,0.00168820301,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,3.0777181e-08,0.00176207563,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,3.634791e-08,0.001878628,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,4.0935553e-08,0.00196061767,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,4.8366235e-08,0.00200344036,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,5.7126899e-08,0.00211341351,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,6.4330084e-08,0.0022291782,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,7.0749055e-08,0.00230178549,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,8.560063e-08,0.00237728044,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.0352429e-07,0.00256170269,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.31320479e-07,0.0027607354,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.66579922e-07,0.00297523205,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,2.55607539e-07,0.00338258596,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,3.01872998e-07,0.00360632687,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,3.82925655e-07,0.00388652216,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,6.0170021e-07,0.00446602559,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,8.19173085e-07,0.0052402786,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.11671982e-06,0.00541363944,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,1.228013098e-06,0.00564959835,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,2.024366295e-06,0.00635636775,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,2.173868046e-06,0.00656304225,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,4.43861041e-06,0.00795735671,0,0,1
870,0.17,1240,0.29,0.031,0.0016,0.00292243917686675,9.063764836e-06,0.00954606238,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,2.867948e-08,0.00160132414,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,8.1665492e-08,0.0022304041,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.74779627e-07,0.00288233226,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,3.24416266e-07,0.0034570366,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,2.81050706e-07,0.0035676749,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,4.97524945e-07,0.00414450722,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,4.5223594e-07,0.00414359589,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,5.46988416e-07,0.00441791663,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,6.01501762e-07,0.00461047596,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,6.45994377e-07,0.00471013941,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,7.27688423e-07,0.00481248639,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,8.59401435e-07,0.00513080796,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,9.91024147e-07,0.00546988416,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.227608083e-06,0.00583233052,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.116351511e-06,0.00558873969,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.485143099e-06,0.00608787715,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.382550364e-06,0.00608687314,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.672406203e-06,0.00642134772,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,1.975114961e-06,0.00684608731,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,2.38946647e-06,0.00714605223,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,2.756337301e-06,0.00737962002,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,3.255597636e-06,0.00778470323,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,3.845712729e-06,0.00812534737,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,4.765882766e-06,0.00830372955,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,4.22712024e-06,0.00884714046,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,5.117285917e-06,0.00866517954,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,5.627897911e-06,0.00894741593,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,6.339615794e-06,0.00914183502,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,7.48792181e-06,0.00964365001,0,0,1
870,0.17,1000,0.001,0.035,0.0016,0.00523875203243739,8.844222561e-06,0.01017301069,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,2.0950196e-08,0.00231982555,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,4.2747963e-08,0.00299756123,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,8.7206178e-08,0.00395637244,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,1.40260903e-07,0.00479426492,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,2.9297826e-07,0.00646385165,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,4.94144723e-07,0.00800166498,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,7.22506082e-07,0.00959183132,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,1.056633459e-06,0.01125657663,0,0,1
970,0.97,1240,0.29,0.029,0.0016,0.00330889215898876,1.509177321e-06,0.01293215451,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,1.7731541e-08,0.00227024026,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,2.9926213e-08,0.0026370095,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,6.4033683e-08,0.00348087601,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,6.714874e-08,0.00355592569,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,1.15964104e-07,0.00449657567,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,2.05080315e-07,0.00574702647,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,3.22105887e-07,0.00689026613,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,2.60058416e-07,0.00639387016,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,4.28185274e-07,0.00808435338,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,9.38216653e-07,0.01078584586,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,1.19012707e-06,0.0116238573,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,1.65994826e-06,0.01321243188,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,1.869663829e-06,0.01364352839,0,0,1
970,0.97,1260,1.23,0.023,0.0016,0.0028433506104495,6.72669784e-07,0.00948902778,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,3.2083338e-08,0.00319249814,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,5.0402229e-08,0.0037472018,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,6.5457456e-08,0.00416918891,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,1.05257487e-07,0.00516051213,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,1.65339049e-07,0.00612177576,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,2.19838629e-07,0.00703186202,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,2.9236682e-07,0.00790764007,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,3.70703996e-07,0.00889151353,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,4.48176737e-07,0.00989119025,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,5.54985393e-07,0.01088772415,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,6.552947e-07,0.01185686089,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,7.92417767e-07,0.01291297221,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,9.13681041e-07,0.01391319175,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,1.10499399e-06,0.01499253522,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,1.304856555e-06,0.01615472272,0,0,1
970,0.97,1000,0.001,0.043,0.0016,0.012087572633265,1.615827572e-06,0.01778230528,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,2.052607931e-06,0.01669466537,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,2.367237968e-06,0.01761010326,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.543581904e-06,0.01468902535,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.30701048e-06,0.01377770034,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.08072144e-06,0.01278581533,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,9.37185596e-07,0.01199322713,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,7.56821328e-07,0.01089550853,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,6.25789194e-07,0.01011111844,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,4.70548055e-07,0.00899130323,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,4.48867183e-07,0.00852577696,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,3.7111183e-07,0.00799638774,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,2.85756038e-07,0.00718702827,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.95394603e-07,0.00612413215,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.21498506e-07,0.00500047786,0,0,1
970,0.97,1110,0.0013,0.04,0.0016,0.00539673973496977,1.3022765e-08,0.00195545054,0,0,1
